superhero,survival
Captain America,0.27444676333107054
Dr. Strange,0.6417167368344963
Captain America,0.6024757449049503
Dr. Strange,0.2655374896712601
Captain America,0.011857197619974613
Thor,0.7270288686268032
Captain America,0.7305606175214052
Iron Man,0.6761248980183154
Captain America,0.07769656111486256
Captain America,0.5672055121976882
Thor,0.3967155325226486
Thor,0.8402586516458541
Black Widow,0.24647262692451477
Captain America,0.5266031441278756
Iron Man,0.2699778263922781
Captain America,0.9077964276075363
Captain America,0.3780880330596119
Captain America,0.8899304810911417
Captain America,0.7830334429163486
Iron Man,0.10991940763778985
Black Widow,0.23789194785058498
Captain America,0.6210843496955931
Black Widow,0.946433219127357
Thor,0.9578026940580457
Dr. Strange,0.16759422165341675
Dr. Strange,0.6371766468510032
Captain America,0.47548718680627644
Captain America,0.04932303633540869
Captain America,0.4155163455288857
Captain America,0.2499566355254501
Hulk,0.09949290426447988
Iron Man,0.33092556591145694
Captain America,0.03978877002373338
Captain America,0.6552426230628043
Captain America,0.2740167493466288
Captain America,0.9006032231263816
Captain America,0.20685215084813535
Captain America,0.9343133058864623
Captain America,0.7436144372913986
Captain America,0.7492286718916148
Dr. Strange,0.20764893852174282
Black Widow,0.1981790221761912
Thor,0.42831979622133076
Captain America,0.7176367496140301
Iron Man,0.4155509185511619
Captain America,0.9356601005420089
Captain America,0.6061617725063115
Iron Man,0.9131112936884165
Captain America,0.5754937950987369
Black Widow,0.8220919938758016
Iron Man,0.5393355092965066
Hulk,0.15439644805155694
Captain America,0.8415105424355716
Thor,0.5092277838848531
Hulk,0.14645477547310293
Captain America,0.7390262500848621
Captain America,0.9064934025518596
Captain America,0.8990179412066936
Hulk,0.693799885455519
Captain America,0.1632019099779427
Captain America,0.489446080988273
Captain America,0.05236263037659228
Dr. Strange,0.6868999127764255
Captain America,0.532951164059341
Dr. Strange,0.8525681421160698
Captain America,0.11946114175952971
Captain America,0.9073202824220061
Captain America,0.34585879603400826
Captain America,0.24185860902071
Dr. Strange,0.3437423079740256
Black Widow,0.010611381847411394
Captain America,0.7335018119774759
Captain America,0.8565711160190403
Captain America,0.8452722306828946
Thor,0.7260689914692193
Iron Man,0.626497330609709
Captain America,0.03719895030371845
Dr. Strange,0.9080146513879299
Thor,0.019989663269370794
Captain America,0.8552074136678129
Captain America,0.7418982982635498
Iron Man,0.05425359006039798
Iron Man,0.10445486661046743
Captain America,0.9375527210067958
Iron Man,0.11499372054822743
Iron Man,0.4139821727294475
Thor,0.1660180101171136
Captain America,0.5900610911194235
Captain America,0.8550910018384457
Captain America,0.9302890195976943
Iron Man,0.49615383008494973
Iron Man,0.24092012899927795
Captain America,0.48508785059675574
Captain America,0.20241077966056764
Dr. Strange,0.147038598312065
Captain America,0.2620060748886317
Captain America,0.42513048532418907
Captain America,0.17765630455687642
Captain America,0.7294259453192353
Dr. Strange,0.8504194070119411
Captain America,0.7688901056535542
Dr. Strange,0.8603354878723621
Hulk,0.7516454255674034
Dr. Strange,0.024541191989555955
Captain America,0.28980741114355624
Captain America,0.6634663958102465
Captain America,0.37196672381833196
Iron Man,0.14662421424873173
Thor,0.4943455250468105
Captain America,0.8686904555652291
Black Widow,0.7140911878086627
Captain America,0.4545367246028036
Captain America,0.9528930534143001
Iron Man,0.9834445423912257
Hulk,0.16563711897470057
Captain America,0.2286276537925005
Captain America,0.40444816718809307
Dr. Strange,0.4631874666083604
Iron Man,0.1590510499663651
Dr. Strange,0.9370606492739171
Thor,0.9068884467706084
Captain America,0.2920709801837802
Black Widow,0.9215599524322897
Captain America,0.9272404520306736
Captain America,0.08890095492824912
Captain America,0.19196797371841967
Captain America,0.9085652616340667
Dr. Strange,0.5397102090064436
Captain America,0.10294507909566164
Iron Man,0.7161744832992554
Dr. Strange,0.7484220599289984
Captain America,0.00596382119692862
Captain America,0.5169203272089362
Captain America,0.7103619307745248
Hulk,0.05646047741174698
Thor,0.37750487867742777
Hulk,0.8557706042192876
Dr. Strange,0.5916338271927088
Hulk,0.11015073955059052
Captain America,0.8414060331415385
Thor,0.01481662830337882
Captain America,0.06511302222497761
Captain America,0.48609272320754826
Captain America,0.6409820772241801
Dr. Strange,0.7033622050657868
Captain America,0.5243946830742061
Captain America,0.03407334163784981
Captain America,0.06731866137124598
Thor,0.14755870611406863
Captain America,0.8144250276964158
Iron Man,0.7010819925926626
Iron Man,0.671215979848057
Captain America,0.6533639584667981
Captain America,0.19623377989046276
Captain America,0.5965849128551781
Dr. Strange,0.04102784022688866
Dr. Strange,0.1428788227494806
Hulk,0.5333890996407717
Dr. Strange,0.8559919889084995
Captain America,0.4162155822850764
Black Widow,0.6312933207955211
Thor,0.647769502364099
Dr. Strange,0.6237912990618497
Black Widow,0.17652118811383843
Captain America,0.3210611753165722
Captain America,0.18002914171665907
Iron Man,0.967911881627515
Dr. Strange,0.22074562567286193
Thor,0.740312707144767
Hulk,0.04795382055453956
Hulk,0.649346461519599
Hulk,0.8376798692625016
Iron Man,0.7379904873669147
Captain America,0.353833329398185
Iron Man,0.9745950540527701
Captain America,0.8596258710604161
Hulk,0.21617203392088413
Hulk,0.10821115737780929
Captain America,0.8367477410938591
Black Widow,0.7131851483136415
Hulk,0.9334780040662736
Captain America,0.8878787821158767
Thor,0.5172161874361336
Hulk,0.1889856441412121
Hulk,0.7332874422427267
Thor,0.22635056916624308
Hulk,0.1146017040591687
Captain America,0.04365445696748793
Thor,0.6864727614447474
Iron Man,0.5553632790688425
Thor,0.9604380005039275
Captain America,0.8797596395015717
Captain America,0.3458970480132848
Dr. Strange,0.6094606497790664
Dr. Strange,0.801583545980975
Dr. Strange,0.016278108581900597
Captain America,0.26544326986186206
Captain America,0.9632742311805487
Thor,0.14074301556684077
Captain America,0.5903486609458923
Black Widow,0.48941825423389673
Captain America,0.7149747172370553
Black Widow,0.42060206085443497
Captain America,0.7264018068090081
Captain America,0.9618603624403477
Thor,0.09182331315241754
Thor,0.30422563990578055
Captain America,0.3989643189124763
Captain America,0.7326072023715824
Dr. Strange,0.6086068488657475
Thor,0.6919786161743104
Captain America,0.401943531120196
Iron Man,0.670864462852478
Captain America,0.49266866920515895
Captain America,0.6279476347845048
Iron Man,0.18351673241704702
Captain America,0.6560807491187006
Hulk,0.18468681536614895
Thor,0.37213031901046634
Black Widow,0.9969762717373669
Iron Man,0.9015642898157239
Captain America,0.09264933387748897
Captain America,0.6865386560093611
Captain America,0.016472201561555266
Black Widow,0.43096696748398244
Captain America,0.45378176611848176
Hulk,0.12088847300037742
Thor,0.658012525876984
Hulk,0.10850684554316103
Dr. Strange,0.2571828030049801
Captain America,0.020809383830055594
Captain America,0.5688778988551348
Black Widow,0.5199321571271867
Dr. Strange,0.09645827836357057
Captain America,0.023910623276606202
Iron Man,0.7722680878359824
Iron Man,0.5459637059830129
Black Widow,0.6064733515959233
Dr. Strange,0.6449545116629452
Captain America,0.409820405067876
Iron Man,0.7595816503744572
Captain America,0.4233329852577299
Captain America,0.0262637659907341
Captain America,0.6592757853213698
Captain America,0.23897527297958732
Captain America,0.5753458891995251
Dr. Strange,0.5822224337607622
Black Widow,0.17972592054866254
Captain America,0.9466223793569952
Captain America,0.06755940313450992
Captain America,0.9023148261476308
Captain America,0.07037238799966872
Captain America,0.9836893947795033
Dr. Strange,0.8202495712321252
Dr. Strange,0.29561485373415053
Dr. Strange,0.15321473078802228
Captain America,0.80428775283508
Captain America,0.41723534744232893
Black Widow,0.657459307461977
Captain America,0.3907458274625242
Black Widow,0.3118164122570306
Captain America,0.42527168500237167
Captain America,0.1379433604888618
Captain America,0.6130705133546144
Captain America,0.17910126084461808
Captain America,0.4734915366861969
Captain America,0.4409792306832969
Hulk,0.4172907192260027
Thor,0.33901683217845857
Captain America,0.4027957187499851
Iron Man,0.2612928037997335
Iron Man,0.9241892008576542
Captain America,0.8152678324840963
Captain America,0.3639386997092515
Captain America,0.9838921891059726
Captain America,0.8902113607618958
Black Widow,0.5798758908640593
Black Widow,0.9536502924747765
Captain America,0.9805917532648891
Captain America,0.06180729437619448
Iron Man,0.28803753992542624
Dr. Strange,0.308448952389881
Captain America,0.9205355059821159
Captain America,0.8013163302093744
Dr. Strange,0.2412135205231607
Captain America,0.7436544625088573
Hulk,0.5270522064529359
Dr. Strange,0.013194558676332235
Captain America,0.2010214044712484
Thor,0.09213264659047127
Thor,0.32930610165931284
Hulk,0.060815302189439535
Captain America,0.28687289636582136
Thor,0.9579670359380543
Dr. Strange,0.04894005157984793
Captain America,0.9085711864754558
Captain America,0.2344043964985758
Black Widow,0.9763478392269462
Captain America,0.5620868576224893
Dr. Strange,0.9534893166273832
Hulk,0.7950464293826371
Captain America,0.5525712883099914
Captain America,0.24461512081325054
Hulk,0.7736865719780326
Hulk,0.4346244493499398
Black Widow,0.03836874896660447
Dr. Strange,0.44603169430047274
Captain America,0.055791913997381926
Captain America,0.08734922856092453
Thor,0.7055569395888597
Dr. Strange,0.5521058333106339
Iron Man,0.6035625152289867
Black Widow,0.7331662077922374
Dr. Strange,0.4422077341005206
Captain America,0.1500280888285488
Thor,0.4117306813132018
Captain America,0.531957664526999
Captain America,0.5367451049387455
Iron Man,0.6104626879096031
Captain America,0.6201534124556929
Iron Man,0.7190853948704898
Captain America,0.8556452894117683
Captain America,0.29740064567886293
Thor,0.0992541101295501
Captain America,0.345633280929178
Captain America,0.5981150201987475
Hulk,0.17883973033167422
Captain America,0.7424316734541208
Iron Man,0.2992669444065541
Hulk,0.761221359251067
Captain America,0.8698176157195121
Captain America,0.22334405779838562
Dr. Strange,0.19618566613644361
Captain America,0.762154984055087
Captain America,0.2641475545242429
Captain America,0.46446738787926733
Captain America,0.4573223292827606
Dr. Strange,0.5145482809748501
Dr. Strange,0.4952413181308657
Captain America,0.8681553681381047
Thor,0.6136594084091485
Hulk,0.36160446982830763
Iron Man,0.27257771347649395
Dr. Strange,0.31219364306889474
Captain America,0.41511913016438484
Captain America,0.7681282034609467
Dr. Strange,0.37445914559066296
Captain America,0.5519425289239734
Captain America,0.38199079292826355
Captain America,0.0865444652736187
Captain America,0.8313260448630899
Iron Man,0.7678727931343019
Captain America,0.4331189515069127
Captain America,0.2136227646842599
Captain America,0.8664055548142642
Captain America,0.4485121045727283
Captain America,0.9500843707937747
Captain America,0.7330042088869959
Captain America,0.24875379167497158
Black Widow,0.8626258408185095
Iron Man,0.21505791996605694
Thor,0.7691155332140625
Captain America,0.5911900955252349
Captain America,0.6189847979694605
Thor,0.5539570981636643
Captain America,0.5424805539660156
Dr. Strange,3.28700989484787e-5
Captain America,0.07846455927938223
Dr. Strange,0.8556242566555738
Captain America,0.07918177987448871
Captain America,0.571874649496749
Captain America,0.46772682340815663
Dr. Strange,0.02751173241995275
Captain America,0.14800366084091365
Hulk,0.9017512812279165
Captain America,0.4694994632154703
Captain America,0.5123681460972875
Black Widow,0.8810316561721265
Captain America,0.9860007264651358
Thor,0.9115110805723816
Hulk,0.8309928965754807
Dr. Strange,0.30701919086277485
Captain America,0.030819152481853962
Captain America,0.9155168135184795
Thor,0.9953324315138161
Hulk,0.26641190494410694
Iron Man,0.8100641849450767
Black Widow,0.6711222226731479
Captain America,0.26121342252008617
Captain America,0.0672589314635843
Dr. Strange,0.3716610244009644
Dr. Strange,0.4435865811537951
Captain America,0.4860808006487787
Captain America,0.40516345016658306
Iron Man,0.9097484967205673
Dr. Strange,0.3985676255542785
Captain America,0.32444432470947504
Captain America,0.951255425112322
Captain America,0.3204000035766512
Captain America,0.8126987852156162
Dr. Strange,0.13043860136531293
Iron Man,0.5205392187926918
Dr. Strange,0.6165298647247255
Thor,0.9286437961272895
Thor,0.9225793841760606
Captain America,0.6378997252322733
Hulk,0.3514956799335778
Captain America,0.15167669532820582
Thor,0.9938421151600778
Captain America,0.3940732085611671
Hulk,0.758896874031052
Iron Man,0.1754764465149492
Thor,0.1873793366830796
Captain America,0.6229233681224287
Thor,0.5769029350485653
Captain America,0.5107355585787445
Thor,0.954916879767552
Dr. Strange,0.43289558379910886
Captain America,0.865086279110983
Captain America,0.40049386699683964
Captain America,0.021721450611948967
Captain America,0.061738400254398584
Captain America,0.3549456193577498
Captain America,0.878974940860644
Captain America,0.5549952092114836
Captain America,0.6041370776947588
Captain America,0.42471568658947945
Black Widow,0.6823549519758672
Captain America,0.14355683350004256
Captain America,0.8545541632920504
Iron Man,0.5441778283566236
Captain America,0.12920827697962523
Captain America,0.7954025513026863
Dr. Strange,0.37222970509901643
Captain America,0.5470700787845999
Dr. Strange,0.6431544474326074
Captain America,0.42860544193536043
Captain America,0.2077853127848357
Captain America,0.1283498981501907
Captain America,0.9587060855701566
Captain America,0.7271661912091076
Thor,0.6335162166506052
Captain America,0.7598692520987242
Captain America,0.749486087821424
Captain America,0.22187562915496528
Dr. Strange,0.13746406650170684
Iron Man,0.5314180217683315
Black Widow,0.7088361806236207
Black Widow,0.27825172315351665
Iron Man,0.8336128166411072
Hulk,0.9703217188362032
Dr. Strange,0.19094905420206487
Hulk,0.7190306484699249
Iron Man,0.6810872273053974
Captain America,0.4240041433367878
Captain America,0.11494266078807414
Iron Man,0.09365095407702029
Captain America,0.569503813283518
Captain America,0.8853634037077427
Captain America,0.9479515010025352
Captain America,0.5643540734890848
Dr. Strange,0.8561682738363743
Captain America,0.8848490919917822
Captain America,0.34481058293022215
Hulk,0.10641638073138893
Hulk,0.6907961061224341
Captain America,0.37355489120818675
Iron Man,0.10906810918822885
Captain America,0.0029540141113102436
Black Widow,0.4668270801194012
Hulk,0.058634075336158276
Dr. Strange,0.6872831010259688
Iron Man,0.08748222002759576
Thor,0.671697348356247
Iron Man,0.3327592648565769
Dr. Strange,0.11512951226904988
Iron Man,0.04823932773433626
Captain America,0.854288989212364
Thor,0.7927452055737376
Captain America,0.13735577161423862
Dr. Strange,0.6282722495961934
Hulk,0.6210485999472439
Captain America,0.8770187564659864
Dr. Strange,0.9536541963461787
Captain America,0.05767248757183552
Black Widow,0.33298026327975094
Captain America,0.14961830573156476
Dr. Strange,0.15052295592613518
Captain America,0.6806141752749681
Captain America,0.9950963035225868
Captain America,0.7571546225808561
Thor,0.8073976864106953
Captain America,0.710745218442753
Captain America,0.6533960762899369
Black Widow,0.09782130853272974
Hulk,0.38824723986908793
Iron Man,0.8274474889039993
Dr. Strange,0.11794774234294891
Thor,0.4752970286644995
Dr. Strange,0.4402258915361017
Captain America,0.968934140400961
Captain America,0.008336686063557863
Captain America,0.09716367977671325
Black Widow,0.5044183174613863
Captain America,0.5150941393803805
Iron Man,0.46074063680134714
Captain America,0.2761226836591959
Captain America,0.8069137907586992
Thor,0.833659086143598
Captain America,0.6682505921926349
Captain America,0.96353461407125
Captain America,0.8522074085194618
Dr. Strange,0.5599000428337604
Hulk,0.7813854867126793
Thor,0.16777937882579863
Captain America,0.4688561703078449
Captain America,0.9567977774422616
Dr. Strange,0.07064218702726066
Captain America,0.11361780227161944
Captain America,0.11103521450422704
Captain America,0.25606974796392024
Hulk,0.27719344664365053
Iron Man,0.9749692785553634
Dr. Strange,0.13974266545847058
Captain America,0.8960252604447305
Dr. Strange,0.4367059199139476
Thor,0.99212526879273355
Thor,0.2203100649639964
Hulk,0.6107382338959724
Dr. Strange,0.661488457582891
Iron Man,0.7159698288887739
Black Widow,0.9529350541997701
Captain America,0.34645023103803396
Iron Man,0.21160503872670233
Dr. Strange,0.4802597074303776
Thor,0.6820069118402898
Captain America,0.7722678305581212
Thor,0.9240844622254372
Dr. Strange,0.287788949906826
Captain America,0.8627027843613178
Captain America,0.005670142592862248
Captain America,0.134008361492306
Hulk,0.6132588069885969
Captain America,0.30825395486317575
Captain America,0.542832053033635
Captain America,0.04173377202823758
Captain America,0.6327547715045512
Captain America,0.2828338807448745
Captain America,0.40780030586756766
Captain America,0.24134246283210814
Hulk,0.4474665417801589
Black Widow,0.9632874270901084
Thor,0.28708814922720194
Captain America,0.6064935571048409
Dr. Strange,0.10949365538544953
Black Widow,0.991269871359691
Dr. Strange,0.9926502201706171
Captain America,0.7758012195117772
Captain America,0.7926628394052386
Thor,0.6427151886746287
Captain America,0.6764650323893875
Captain America,0.8148921292740852
Captain America,0.09378410503268242
Captain America,0.8065660297870636
Captain America,0.4610190005041659
Captain America,0.1167650728020817
Iron Man,0.5280005235690624
Iron Man,0.17203963175415993
Captain America,0.3911747969686985
Black Widow,0.4637016535270959
Dr. Strange,0.043594031827524304
Captain America,0.5553416854236275
Captain America,0.2724694204516709
Captain America,0.3890193165279925
Dr. Strange,0.6509105679579079
Hulk,0.6990065271966159
Captain America,0.09456302598118782
Iron Man,0.33971776929683983
Thor,0.3395984936505556
Iron Man,0.3620218988507986
Dr. Strange,0.27418135083280504
Captain America,0.8250419665127993
Captain America,0.14282796531915665
Thor,0.07484426721930504
Dr. Strange,0.17603097716346383
Hulk,0.35061755683273077
Iron Man,0.08616943191736937
Hulk,0.12647339305840433
Captain America,0.08816450508311391
Dr. Strange,0.9867074028588831
Dr. Strange,0.6241367594338953
Black Widow,0.26625592447817326
Captain America,0.9413152874913067
Iron Man,0.5555666831787676
Dr. Strange,0.22955999919213355
Hulk,0.9503532170783728
Thor,0.7121092390734702
Dr. Strange,0.013735782820731401
Captain America,0.7223873119801283
Captain America,0.0065881002228707075
Captain America,0.45202014362439513
Dr. Strange,0.6192424243781716
Dr. Strange,0.34949120227247477
Dr. Strange,0.209972980665043
Captain America,0.010680150240659714
Hulk,0.591742780059576
Captain America,0.11643029376864433
Captain America,0.16879983060061932
Captain America,0.5394443215336651
Hulk,0.8169016174506396
Captain America,0.4056345063727349
Hulk,0.6024230322800577
Thor,0.10719945188611746
Captain America,0.7344258727971464
Black Widow,0.3467075589578599
Dr. Strange,0.5796325507108122
Hulk,0.23373639187775552
Iron Man,0.04015413601882756
Captain America,0.6203642594628036
Captain America,0.607403575675562
Hulk,0.4550394802354276
Dr. Strange,0.7606549237389117
Hulk,0.668170555960387
Dr. Strange,0.7919249648693949
Black Widow,0.3411250056233257
Captain America,0.6404735557734966
Thor,0.6600139702204615
Thor,0.3774712320882827
Captain America,0.9428184952121228
Captain America,0.013218035455793142
Captain America,0.035296377493068576
Captain America,0.46452788286842406
Iron Man,0.3508177581243217
Iron Man,0.5573619457427412
Dr. Strange,0.32456080755218863
Captain America,0.1330061936751008
Dr. Strange,0.7580276234075427
Thor,0.06582348886877298
Captain America,0.6894122059457004
Dr. Strange,0.7554793751332909
Captain America,0.7016046706121415
Iron Man,0.1610443217214197
Captain America,0.17460167896933854
Dr. Strange,0.6607950513716787
Thor,0.877185334218666
Hulk,0.1407141420058906
Captain America,0.9095443915575743
Captain America,0.7412259737029672
Dr. Strange,0.9657128273975104
Hulk,0.05259864404797554
Captain America,0.026678071822971106
Captain America,0.47679264657199383
Captain America,0.6852763020433486
Thor,0.4089771688450128
Iron Man,0.08255131705664098
Black Widow,0.16171038337051868
Captain America,0.7412883462384343
Captain America,0.22958910814486444
Hulk,0.0737839003559202
Dr. Strange,0.3310470664873719
Dr. Strange,0.17461084807291627
Captain America,0.019204131793230772
Captain America,0.08585729077458382
Captain America,0.630753192352131
Captain America,0.9060925589874387
Black Widow,0.15311117051169276
Iron Man,0.49598401389084756
Iron Man,0.9927089542616159
Captain America,0.6951805746648461
Dr. Strange,0.6400249055586755
Captain America,0.017778869019821286
Captain America,0.7353600712958723
Dr. Strange,0.15501983743160963
Dr. Strange,0.24157983902841806
Black Widow,0.20229550614021719
Thor,0.4732153082732111
Captain America,0.11483383201994002
Iron Man,0.2609246929641813
Captain America,0.9691232061013579
Captain America,0.07454267283901572
Captain America,0.6559589183889329
Captain America,0.7122325655072927
Captain America,0.11268126126378775
Captain America,0.4254624922759831
Captain America,0.7198955668136477
Thor,0.38129876321181655
Captain America,0.423529508523643
Thor,0.9138639946468174
Captain America,0.9679214959032834
Captain America,0.9674466988071799
Dr. Strange,0.7153793566394597
Captain America,0.3871678556315601
Captain America,0.45588343613781035
Hulk,0.5139509707223624
Captain America,0.8627271291334182
Dr. Strange,0.6968334135599434
Iron Man,0.9451275314204395
Thor,0.9828874764498323
Thor,0.28147417213767767
Hulk,0.8315705289132893
Captain America,0.5381040987558663
Thor,0.3655574859585613
Thor,0.35925346962176263
Dr. Strange,0.39434234984219074
Dr. Strange,0.15507750282995403
Captain America,0.16348029649816453
Dr. Strange,0.12606515735387802
Captain America,0.6792576259467751
Captain America,0.9686343125067651
Thor,0.3179099855478853
Dr. Strange,0.7864954762626439
Hulk,0.43008541176095605
Dr. Strange,0.48036995925940573
Dr. Strange,0.02417934685945511
Captain America,0.08195607364177704
Captain America,0.4500582267064601
Hulk,0.5438906450290233
Thor,0.1046047336421907
Iron Man,0.051851940574124455
Captain America,0.1092661265283823
Captain America,0.8330501420423388
Captain America,0.5146362821105868
Captain America,0.06144313630647957
Captain America,0.504906193818897
Dr. Strange,0.44659495330415666
Hulk,0.6008798864204437
Hulk,0.1088090231642127
Hulk,0.07670582761056721
Dr. Strange,0.762275715591386
Captain America,0.9723158257547766
Captain America,0.8052924810908735
Hulk,0.88102085608989
Dr. Strange,0.013614458031952381
Iron Man,0.5150006066542119
Iron Man,0.3953572348691523
Captain America,0.4130059366580099
Iron Man,0.10819057351909578
Hulk,0.8713977127335966
Captain America,0.9644095979165286
Captain America,0.3379075564444065
Captain America,0.13044706010259688
Thor,0.7498926420230418
Captain America,0.27634886279702187
Hulk,0.0587917803786695
Thor,0.9726502983830869
Dr. Strange,0.7949272412806749
Captain America,0.4809584959875792
Captain America,0.057592147728428245
Dr. Strange,0.48732826858758926
Dr. Strange,0.5111692817881703
Dr. Strange,0.5216794526204467
Captain America,0.33457727869972587
Captain America,0.8469086231198162
Captain America,0.2658367990516126
Captain America,0.3145229157526046
Captain America,0.4959223016630858
Iron Man,0.14557290193624794
Captain America,0.6813811322208494
Captain America,0.33399471803568304
Captain America,0.9958953887689859
Dr. Strange,0.4036188891623169
Iron Man,0.6327776138205081
Iron Man,0.8570655877701938
Thor,0.29791835555806756
Captain America,0.5589931032154709
Captain America,0.8382363426499069
Iron Man,0.13371271966025233
Captain America,0.5263272721786052
Captain America,0.2965009640902281
Captain America,0.36438924889080226
Hulk,0.32514686323702335
Black Widow,0.5550481355749071
Hulk,0.3466337949503213
Captain America,0.9843300334177911
Captain America,0.3564939263742417
Captain America,0.5118521011900157
Captain America,0.005286442581564188
Hulk,0.3548375468235463
Hulk,0.07207670225761831
Captain America,0.5914151123724878
Black Widow,0.6172657739371061
Thor,0.24404704221524298
Iron Man,0.9455365112517029
Captain America,0.26705199130810797
Captain America,0.057728732004761696
Black Widow,0.19803452002815902
Captain America,0.7744987057521939
Captain America,0.25466131744906306
Dr. Strange,0.8206444687675685
Captain America,0.43032947555184364
Iron Man,0.37216036464087665
Captain America,0.525781218893826
Hulk,0.8168808897025883
Captain America,0.926850120536983
Captain America,0.864461901364848
Captain America,0.6290330248884857
Captain America,0.8618533469270915
Captain America,0.4174952188041061
Captain America,0.544367075432092
Thor,0.9334455283824354
Captain America,0.4695824212394655
Iron Man,0.22023697337135673
Captain America,0.564533463679254
Dr. Strange,0.9060022525954992
Black Widow,0.8993318642023951
Captain America,0.7888766441028565
Captain America,0.8835790916346014
Captain America,0.7628693860024214
Dr. Strange,0.8784050920512527
Captain America,0.10723829222843051
Captain America,0.3764866697601974
Iron Man,0.7700477349571884
Hulk,0.4808038540650159
Captain America,0.9428668557666242
Captain America,0.9936830571386963
Captain America,0.8699152965564281
Captain America,0.018635114189237356
Thor,0.563300893874839
Captain America,0.6458400839474052
Captain America,0.2478218344040215
Captain America,0.7643706006929278
Captain America,0.018620372749865055
Captain America,0.5683172687422484
Thor,0.943868993781507
Iron Man,0.25530035933479667
Captain America,0.3995721461251378
Captain America,0.591208650264889
Captain America,0.8001193257514387
Iron Man,0.08284663828089833
Captain America,0.6560005764476955
Captain America,0.6079899589531124
Black Widow,0.4346709616947919
Captain America,0.22069484181702137
Captain America,0.6662036231718957
Captain America,0.9914747281000018
Black Widow,0.8750480187591165
Captain America,0.9453130192123353
Captain America,0.7692782357335091
Captain America,0.5574801424518228
Thor,0.4708627099171281
Captain America,0.3927775656338781
Hulk,0.8420918863266706
Captain America,0.7576491911895573
Thor,0.14003298408351839
Captain America,0.4099223013035953
Dr. Strange,0.3904987422283739
Thor,0.18803177447989583
Captain America,0.04578719614073634
Captain America,0.28617305029183626
Captain America,0.49301057402044535
Thor,0.9644109315704554
Captain America,0.8016101946122944
Captain America,0.004788996651768684
Hulk,0.5551227133255452
Thor,0.6018565623089671
Thor,0.7217261965852231
Dr. Strange,0.23627563752233982
Thor,0.7882625665515661
Thor,0.5316052965354174
Dr. Strange,0.07738648261874914
Captain America,0.8858107959385961
Iron Man,0.7097847664263099
Iron Man,0.4417900457046926
Iron Man,0.6464448277838528
Iron Man,0.30631153006106615
Dr. Strange,0.41390224965289235
Hulk,0.16418218612670898
Dr. Strange,0.6453230208717287
Thor,0.2541373565327376
Captain America,0.18928459309972823
Captain America,0.8666974438820034
Captain America,0.26820001006126404
Hulk,0.8466786651406437
Dr. Strange,0.10545912245288491
Iron Man,0.6304206280037761
Hulk,0.8513925990555435
Iron Man,0.6764513042289764
Captain America,0.657728239428252
Captain America,0.48851144476793706
Captain America,0.007546945242211223
Dr. Strange,0.20776715548709035
Dr. Strange,0.5936212732922286
Iron Man,0.7191312194336206
Dr. Strange,0.17626189230941236
Captain America,0.3758006908465177
Captain America,0.67611502087675035
Thor,0.13407721905969083
Captain America,0.925157324410975
Captain America,0.9980366639792919
Captain America,0.015379543881863356
Captain America,0.2528073117136955
Dr. Strange,0.3131992213893682
Captain America,0.21723631140775979
Thor,0.36072231573052704
Captain America,0.15788603760302067
Dr. Strange,0.6009206892922521
Thor,0.12127203308045864
Iron Man,0.5633600724395365
Captain America,0.1295661055482924
Thor,0.7576123077888042
Thor,0.33878652937710285
Captain America,0.8234128719195724
Captain America,0.8818429003003985
Captain America,0.3556575565598905
Dr. Strange,0.16318055288866162
Captain America,0.5437147561460733
Captain America,0.6994111351668835
Captain America,0.11660838895477355
Captain America,0.22808835632167757
Captain America,0.7404712622519583
Captain America,0.16671436582691967
Hulk,0.6747074397280812
Iron Man,0.249798966338858
Dr. Strange,0.3522182907909155
Thor,0.2538135275244713
Black Widow,0.8570214661303908
Captain America,0.4787730083335191
Iron Man,0.2512725628912449
Dr. Strange,0.7269441434182227
Thor,0.5469961678609252
Dr. Strange,0.09627206670120358
Captain America,0.1926676155999303
Captain America,0.4992539898958057
Captain America,0.9859103998169303
Black Widow,0.12924217362888157
Captain America,0.5587726968806237
Dr. Strange,0.2928097534459084
Thor,0.8554312416817993
Dr. Strange,0.9031486420426518
Iron Man,0.7796536576934159
Dr. Strange,0.7201092310715467
Captain America,0.0932632489129901
Hulk,0.8704160565976053
Captain America,0.8525052063632756
Dr. Strange,0.4224623180925846
Iron Man,0.07040850562043488
Black Widow,0.5446354460436851
Iron Man,0.2635317842941731
Black Widow,0.3449967310298234
Captain America,0.24254985083825886
Dr. Strange,0.0546367890201509
Captain America,0.7686953835655004
Black Widow,0.5207508043386042
Captain America,0.3491616842802614
Captain America,0.6304958681575954
Iron Man,0.03775496152229607
Iron Man,0.2991652947384864
Captain America,0.2028395279776305
Hulk,0.6801581610925496
Captain America,0.37952938582748175
Black Widow,0.7122184201143682
Captain America,0.8755344683304429
Dr. Strange,0.5394521711859852
Iron Man,0.3669379143975675
Iron Man,0.0342094621155411
Dr. Strange,0.315911979181692
Captain America,0.09092481713742018
Hulk,0.18454357073642313
Captain America,0.8726080977357924
Hulk,0.8918258608318865
Thor,0.7344024465419352
Hulk,0.6079061646014452
Hulk,0.3730771909467876
Black Widow,0.8304250549990684
Captain America,0.630119132809341
Captain America,0.9929593466222286
Captain America,0.2614090219140053
Thor,0.7967810516711324
